Номер вагона,Код станции операции,Название станции операции,Номер поезда,Индекс поезда,Операция,Дата операции,Код груза,Название груза,Вес груза,Код станции назначения,Название станции назначения,Код отправителя,Код получателя,Код станции отправления,Станция начала рейса,Дата приема груза к перевозке
52733565,48560,МАРИУП-СОРТ,242,48560+0+31340,ВЫГ2,6/20/17 13:20,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,3145,3134,48560,МАРИУП-СОРТ,6/20/17 13:20
52733565,48560,МАРИУП-СОРТ,0,48560+107+31340,ОКОТ,6/20/17 4:09,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,3145,3134,43830,ВАЛУЙКИ,6/2/17 14:23
52749884,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
52749959,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 21:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 21:10
52876729,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
52877677,50770,ОГОРОДНЫЙ,0,50770+228+23490,ОТОТ,6/19/17 0:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
52877677,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
52877693,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 21:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 21:10
52878022,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,50770,ОГОРОДНЫЙ,5/31/17 17:50
52878022,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,0,50770,ОГОРОДНЫЙ,5/31/17 17:50
52878022,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,50770,ОГОРОДНЫЙ,5/31/17 17:50
53092581,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
53092581,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
53130985,50770,ОГОРОДНЫЙ,0,50770+228+23490,ОТОТ,6/19/17 0:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
53130985,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
53188975,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
53188975,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
53196119,43210,ТОПОЛИ,2928,4300+528+4383,СДЧ,6/20/17 16:15,16101,АНТРАЦИТ,0,58890,ЗВЕРЕВСКАЯ,6302,6302,43830,ВАЛУЙКИ,5/28/17 22:04
53436523,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
53436523,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
53436614,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/14/17 4:27
53569620,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
54040084,48560,МАРИУП-СОРТ,0,48560+73+31340,ОКОТ,6/19/17 15:10,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,,6302,43000,КУПЯНСК-СОРТ,6/3/17 20:05
54040084,48560,МАРИУП-СОРТ,242,48560+0+63020,ВЫГ2,6/19/17 16:27,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,,6302,48560,МАРИУП-СОРТ,6/19/17 16:27
54066634,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
54066634,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
54123468,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/14/17 4:27
54780507,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
54780507,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
55005185,50770,ОГОРОДНЫЙ,0,50770+228+23490,ОТОТ,6/19/17 0:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
55005185,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
55005904,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
55005904,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
55005938,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
55080360,43210,ТОПОЛИ,2929,5820+499+4300,ПРМ,6/19/17 12:25,16101,АНТРАЦИТ,64,38060,ЧОП-Э-ЧД,3145,1111,43830,ВАЛУЙКИ,6/19/17 9:22
55080360,43830,ВАЛУЙКИ,1111,43830+0+0,ПСНГ,6/19/17 9:22,16101,АНТРАЦИТ,64,38060,ЧОП-Э-ЧД,2249,1111,43830,ВАЛУЙКИ,6/19/17 9:22
55174254,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
55174338,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
55174338,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
55174338,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
55174478,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
55175418,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
55175418,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
55175608,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
56067200,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56067200,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56068349,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56068349,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56069446,43210,ТОПОЛИ,2919,5820+501+4300,ПРМ,6/20/17 8:00,16101,АНТРАЦИТ,64,38060,ЧОП-Э-ЧД,3145,1111,43830,ВАЛУЙКИ,6/20/17 3:58
56104508,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
56104508,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
56104508,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
56104656,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56104656,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56104656,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56104904,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56104904,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56104912,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
56104912,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
56104912,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
56105109,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56105109,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56105109,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56107725,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56107725,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56107725,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56107816,48560,МАРИУП-СОРТ,242,48560+0+31340,ВЫГ2,6/19/17 15:10,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,3145,3134,43830,ВАЛУЙКИ,6/2/17 14:23
56137987,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56137987,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56138068,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/14/17 4:27
56138332,48560,МАРИУП-СОРТ,0,48560+73+31340,ОКОТ,6/19/17 15:10,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,3145,3134,43830,ВАЛУЙКИ,6/2/17 14:23
56138332,48560,МАРИУП-СОРТ,242,48560+0+31340,ВЫГ2,6/19/17 16:29,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,3145,3134,48560,МАРИУП-СОРТ,6/19/17 16:29
56138357,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56138357,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56138357,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
56171077,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 21:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 21:10
56952468,48560,МАРИУП-СОРТ,242,48560+0+31340,ВЫГ2,6/19/17 15:10,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,3145,3134,43830,ВАЛУЙКИ,5/30/17 6:58
56969470,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
56969470,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
57599011,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/2/17 14:25
57599011,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/2/17 14:25
57599011,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/2/17 14:25
57921637,50770,ОГОРОДНЫЙ,0,50770+228+23490,ОТОТ,6/19/17 0:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6302,6302,43830,ВАЛУЙКИ,6/15/17 12:30
57921637,50770,ОГОРОДНЫЙ,242,50770+0+63020,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,6302,6302,43830,ВАЛУЙКИ,6/15/17 12:30
57922825,48560,МАРИУП-СОРТ,0,48560+73+31340,ОКОТ,6/19/17 15:10,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,3145,3134,43830,ВАЛУЙКИ,6/2/17 14:23
57922825,48560,МАРИУП-СОРТ,242,48560+0+31340,ВЫГ2,6/19/17 16:29,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,3145,3134,48560,МАРИУП-СОРТ,6/19/17 16:29
58337635,50770,ОГОРОДНЫЙ,0,50770+228+23490,ОТОТ,6/19/17 0:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
58337635,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/15/17 12:30
59605790,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
59605790,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
59606699,48560,МАРИУП-СОРТ,0,48560+73+31340,ОКОТ,6/19/17 15:10,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,,6302,43000,КУПЯНСК-СОРТ,6/2/17 7:00
59606699,48560,МАРИУП-СОРТ,242,48560+0+63020,ВЫГ2,6/19/17 16:28,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,,6302,48560,МАРИУП-СОРТ,6/19/17 16:28
59676072,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
59676072,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
60787835,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
60787835,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
60787835,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
60788072,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
60788072,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
60788072,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61033957,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
61035101,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 21:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 21:10
61322814,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61322814,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61322814,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61327680,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/14/17 4:27
61397816,43210,ТОПОЛИ,2928,4300+528+4383,СДЧ,6/20/17 16:15,16101,АНТРАЦИТ,0,58890,ЗВЕРЕВСКАЯ,6302,6302,43830,ВАЛУЙКИ,6/15/17 10:10
61398509,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61398509,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61504320,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61504320,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61504320,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61602322,48560,МАРИУП-СОРТ,0,48560+73+31340,ОКОТ,6/19/17 15:10,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,,6302,43000,КУПЯНСК-СОРТ,6/3/17 8:20
61602322,48560,МАРИУП-СОРТ,242,48560+0+63020,ВЫГ2,6/19/17 16:27,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,,6302,48560,МАРИУП-СОРТ,6/19/17 16:27
61602413,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61602413,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61602413,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61602504,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61602504,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61602843,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61602843,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61602843,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61603288,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
