Номер вагона,Код станции операции,Название станции операции,Номер поезда,Индекс поезда,Операция,Дата операции,Код груза,Название груза,Вес груза,Код станции назначения,Название станции назначения,Код отправителя,Код получателя,Код станции отправления,Станция начала рейса,Дата приема груза к перевозке
67614768,40900,ЛАДЫЖИН,0,40900+598+36010,ОТОТ,6/19/17 8:15,16111,УГОЛЬ Г,69,40900,ЛАДЫЖИН,9190,3601,45510,БОГУСЛАВСКИЙ,6/17/17 14:10
67614883,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 4:35,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,2749,2409,45510,БОГУСЛАВСКИЙ,6/19/17 4:35
67615054,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 1:15,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,2749,2409,45510,БОГУСЛАВСКИЙ,6/19/17 1:15
67615211,48220,НОВОГРОДОВКА,0,48220+416+55750,ОТОТ,6/19/17 17:30,16111,УГОЛЬ Г,69,48220,НОВОГРОДОВКА,9190,5575,45460,АРОМАТНАЯ,6/17/17 19:55
67615211,48220,НОВОГРОДОВКА,0,48220+539+55750,ПРДР,6/20/17 21:15,16111,УГОЛЬ Г,69,48220,НОВОГРОДОВКА,9190,5575,45460,АРОМАТНАЯ,6/17/17 19:55
67615211,48220,НОВОГРОДОВКА,242,48220+0+55750,ВЫГ2,6/20/17 21:15,16111,УГОЛЬ Г,0,48220,НОВОГРОДОВКА,9190,5575,48220,НОВОГРОДОВКА,6/20/17 21:15
67615260,45460,АРОМАТНАЯ,9190,45460+0+91900,ПГР2,6/19/17 12:55,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,2749,2409,45460,АРОМАТНАЯ,6/19/17 12:55
67615260,49100,КРИВОЙ ТОРЕЦ,242,49100+0+24090,ВЫГ2,6/20/17 15:40,16111,УГОЛЬ Г,0,49100,КРИВОЙ ТОРЕЦ,9190,2409,49100,КРИВОЙ ТОРЕЦ,6/20/17 15:40
67615260,49100,КРИВОЙ ТОРЕЦ,0,49100+235+18400,ОТОТ,6/20/17 2:15,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,9190,2409,45460,АРОМАТНАЯ,6/19/17 12:55
67621821,49100,КРИВОЙ ТОРЕЦ,242,49100+0+24090,ВЫГ2,6/19/17 6:40,16111,УГОЛЬ Г,0,49100,КРИВОЙ ТОРЕЦ,9190,2409,45460,АРОМАТНАЯ,6/16/17 19:00
67621987,49100,КРИВОЙ ТОРЕЦ,242,49100+0+24090,ВЫГ2,6/19/17 6:40,16111,УГОЛЬ Г,0,49100,КРИВОЙ ТОРЕЦ,9190,2409,45460,АРОМАТНАЯ,6/16/17 19:00
67622142,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 22:20,16111,УГОЛЬ Г,69,48100,РОЯ,1489,2749,45510,БОГУСЛАВСКИЙ,6/19/17 22:20
67684183,48100,РОЯ,0,48100+710+23490,ОТОТ,6/18/17 21:40,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 12:25
67684183,48100,РОЯ,0,48100+810+23490,ОКОТ,6/19/17 10:00,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 12:25
67684183,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/19/17 10:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,48100,РОЯ,6/19/17 10:00
67684209,49290,РОДИНСКАЯ,0,49290+192+20160,ОТОТ,6/20/17 3:05,16111,УГОЛЬ Г,68,49290,РОДИНСКАЯ,9190,2016,45510,БОГУСЛАВСКИЙ,6/18/17 10:40
67684209,49290,РОДИНСКАЯ,242,49290+0+20160,ВЫГ2,6/20/17 4:49,16111,УГОЛЬ Г,0,49290,РОДИНСКАЯ,9190,2016,45510,БОГУСЛАВСКИЙ,6/18/17 10:40
67684282,49100,КРИВОЙ ТОРЕЦ,0,49100+227+18400,ОТОТ,6/18/17 18:25,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,9190,2409,45460,АРОМАТНАЯ,6/18/17 7:15
67684282,49100,КРИВОЙ ТОРЕЦ,0,49100+279+18400,ОКОТ,6/19/17 16:30,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,9190,2409,49100,КРИВОЙ ТОРЕЦ,6/19/17 16:30
67684282,49100,КРИВОЙ ТОРЕЦ,242,49100+0+24090,ВЫГ2,6/19/17 16:30,16111,УГОЛЬ Г,0,49100,КРИВОЙ ТОРЕЦ,9190,2409,49100,КРИВОЙ ТОРЕЦ,6/19/17 16:30
67684472,48100,РОЯ,0,48100+710+23490,ОТОТ,6/18/17 21:40,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 13:45
67684472,48100,РОЯ,0,48100+810+23490,ОКОТ,6/19/17 10:00,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 13:45
67684472,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/19/17 10:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,48100,РОЯ,6/19/17 10:00
67696757,48220,НОВОГРОДОВКА,242,48220+0+55750,ВЫГ2,6/20/17 21:15,16111,УГОЛЬ Г,0,48220,НОВОГРОДОВКА,9190,5575,45460,АРОМАТНАЯ,6/17/17 19:55
67696757,48220,НОВОГРОДОВКА,0,48220+420+55750,ОТОТ,6/20/17 5:00,16111,УГОЛЬ Г,71,48220,НОВОГРОДОВКА,9190,5575,45460,АРОМАТНАЯ,6/17/17 19:55
67697581,45460,АРОМАТНАЯ,9190,45460+0+91900,ПГР2,6/18/17 23:10,16111,УГОЛЬ Г,71,48220,НОВОГРОДОВКА,3601,5575,45460,АРОМАТНАЯ,6/18/17 23:10
67697631,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 17:00,16111,УГОЛЬ Г,71,48220,НОВОГРОДОВКА,1300,5575,45510,БОГУСЛАВСКИЙ,6/19/17 17:00
67698183,40900,ЛАДЫЖИН,242,40900+0+36010,ВЫГ2,6/19/17 23:00,16111,УГОЛЬ Г,0,40900,ЛАДЫЖИН,9190,3601,45510,БОГУСЛАВСКИЙ,6/17/17 11:10
67698183,40900,ЛАДЫЖИН,0,40900+598+36010,ОТОТ,6/19/17 8:15,16111,УГОЛЬ Г,69,40900,ЛАДЫЖИН,9190,3601,45510,БОГУСЛАВСКИЙ,6/17/17 11:10
67698183,40900,ЛАДЫЖИН,242,40900+0+36010,ВЫГ2,6/20/17 17:00,16111,УГОЛЬ Г,0,40900,ЛАДЫЖИН,,3601,45510,БОГУСЛАВСКИЙ,6/17/17 11:10
67707711,49290,РОДИНСКАЯ,0,49290+191+20160,ОТОТ,6/20/17 0:05,16111,УГОЛЬ Г,69,49290,РОДИНСКАЯ,9190,2016,45510,БОГУСЛАВСКИЙ,6/18/17 5:40
67707711,49290,РОДИНСКАЯ,242,49290+0+20160,ВЫГ2,6/20/17 7:50,16111,УГОЛЬ Г,0,49290,РОДИНСКАЯ,9190,2016,49290,РОДИНСКАЯ,6/20/17 7:50
67707711,49290,РОДИНСКАЯ,2016,49290+0+20160,ПГР2,6/20/17 7:50,16111,УГОЛЬ Г,67,40900,ЛАДЫЖИН,9190,3601,49290,РОДИНСКАЯ,6/20/17 7:50
67707711,49290,РОДИНСКАЯ,0,49290+360+20160,ПРДР,6/20/17 8:00,16111,УГОЛЬ Г,67,40900,ЛАДЫЖИН,2016,3601,49290,РОДИНСКАЯ,6/20/17 7:50
67707935,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 22:20,16111,УГОЛЬ Г,69,48100,РОЯ,1300,2749,45510,БОГУСЛАВСКИЙ,6/19/17 22:20
67708057,45460,АРОМАТНАЯ,9190,45460+0+91900,ПГР2,6/19/17 12:55,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,6495,2409,45460,АРОМАТНАЯ,6/19/17 12:55
67708057,49100,КРИВОЙ ТОРЕЦ,0,49100+234+18400,ОТОТ,6/19/17 23:00,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,9190,2409,45460,АРОМАТНАЯ,6/19/17 12:55
67708057,49100,КРИВОЙ ТОРЕЦ,242,49100+0+24090,ВЫГ2,6/20/17 14:10,16111,УГОЛЬ Г,0,49100,КРИВОЙ ТОРЕЦ,9190,2409,49100,КРИВОЙ ТОРЕЦ,6/20/17 14:10
67708123,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 11:35,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 11:35
67708271,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 4:35,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,1300,2409,45510,БОГУСЛАВСКИЙ,6/19/17 4:35
67708271,49100,КРИВОЙ ТОРЕЦ,0,49100+240+18400,ОТОТ,6/20/17 15:15,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,9190,2409,45510,БОГУСЛАВСКИЙ,6/19/17 4:35
67708370,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 1:15,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,5575,2409,45510,БОГУСЛАВСКИЙ,6/19/17 1:15
67708370,49100,КРИВОЙ ТОРЕЦ,0,49100+242+18400,ОТОТ,6/20/17 18:30,16111,УГОЛЬ Г,69,49100,КРИВОЙ ТОРЕЦ,9190,2409,45510,БОГУСЛАВСКИЙ,6/19/17 1:15
67893305,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 17:00,16111,УГОЛЬ Г,71,48220,НОВОГРОДОВКА,1300,5575,45510,БОГУСЛАВСКИЙ,6/19/17 17:00
67893412,49290,РОДИНСКАЯ,0,49290+354+20160,ПРДР,6/19/17 11:20,16111,УГОЛЬ Г,68,40900,ЛАДЫЖИН,2016,3601,49290,РОДИНСКАЯ,6/19/17 9:30
67893412,49290,РОДИНСКАЯ,2016,49290+0+20160,ПГР2,6/19/17 9:30,16111,УГОЛЬ Г,68,40900,ЛАДЫЖИН,9190,3601,49290,РОДИНСКАЯ,6/19/17 9:30
67893412,49290,РОДИНСКАЯ,242,49290+0+20160,ВЫГ2,6/19/17 9:30,16111,УГОЛЬ Г,0,49290,РОДИНСКАЯ,9190,2016,49290,РОДИНСКАЯ,6/19/17 9:30
67893479,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,16111,УГОЛЬ Г,71,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
67893479,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 16:04,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
67893842,49100,КРИВОЙ ТОРЕЦ,242,49100+0+24090,ВЫГ2,6/19/17 6:40,16111,УГОЛЬ Г,0,49100,КРИВОЙ ТОРЕЦ,9190,2409,45460,АРОМАТНАЯ,6/16/17 19:00
67893875,48100,РОЯ,0,48100+718+23490,ОТОТ,6/20/17 15:25,16111,УГОЛЬ Г,71,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
67893875,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 3:40,16111,УГОЛЬ Г,71,48100,РОЯ,1300,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
67901330,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/20/17 10:00,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45460,АРОМАТНАЯ,6/17/17 3:40
67901330,38810,БУРШТЫН,0,38810+759+13000,ОТОТ,6/20/17 2:17,16111,УГОЛЬ Г,69,38810,БУРШТЫН,9190,1300,45460,АРОМАТНАЯ,6/17/17 3:40
67919571,38810,БУРШТЫН,0,38810+761+13000,ОТОТ,6/20/17 12:02,16111,УГОЛЬ Г,70,38810,БУРШТЫН,9190,1300,45460,АРОМАТНАЯ,6/17/17 3:40
67919571,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/20/17 16:02,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45460,АРОМАТНАЯ,6/17/17 3:40
67923359,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 7:20,16111,УГОЛЬ Г,71,48100,РОЯ,1300,2749,45510,БОГУСЛАВСКИЙ,6/19/17 7:20
67923359,48100,РОЯ,0,48100+716+23490,ОТОТ,6/20/17 3:35,16111,УГОЛЬ Г,71,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/19/17 7:20
67923458,48200,ПОКРОВСК,6302,48200+0+0,ДОСЛ,6/19/17 0:20,16111,УГОЛЬ Г,71,48100,РОЯ,9190,6302,48200,ПОКРОВСК,6/19/17 0:20
67923458,48100,РОЯ,0,48100+714+23490,ОТОТ,6/19/17 23:45,16111,УГОЛЬ Г,71,48100,РОЯ,9190,6302,48200,ПОКРОВСК,6/19/17 0:20
67923540,45460,АРОМАТНАЯ,9190,45460+0+91900,ПГР2,6/18/17 23:10,16111,УГОЛЬ Г,71,48220,НОВОГРОДОВКА,3601,5575,45460,АРОМАТНАЯ,6/18/17 23:10
67923664,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,16111,УГОЛЬ Г,71,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
67923664,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 16:04,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
67923813,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 22:20,16111,УГОЛЬ Г,71,48100,РОЯ,1300,2749,45510,БОГУСЛАВСКИЙ,6/19/17 22:20
67923854,49290,РОДИНСКАЯ,242,49290+0+20160,ВЫГ2,6/19/17 10:50,16111,УГОЛЬ Г,0,49290,РОДИНСКАЯ,9190,2016,45510,БОГУСЛАВСКИЙ,6/17/17 17:40
67923854,49290,РОДИНСКАЯ,0,49290+185+20160,ОТОТ,6/19/17 3:00,16111,УГОЛЬ Г,70,49290,РОДИНСКАЯ,9190,2016,45510,БОГУСЛАВСКИЙ,6/17/17 17:40
68160647,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,16111,УГОЛЬ Г,69,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
68160647,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 16:04,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
68263177,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 14:45,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/19/17 14:45
68335181,49310,ДОБРОПОЛЬЕ,0,49310+980+21070,ОКОТ,6/19/17 1:15,16111,УГОЛЬ Г,69,49310,ДОБРОПОЛЬЕ,1153,2107,49310,ДОБРОПОЛЬЕ,6/19/17 1:15
68335181,49310,ДОБРОПОЛЬЕ,2107,49310+0+21070,ПГР2,6/19/17 1:15,16111,УГОЛЬ Г,69,47690,ЭНЕРГОДАР,1153,1320,49310,ДОБРОПОЛЬЕ,6/19/17 1:15
68335181,49310,ДОБРОПОЛЬЕ,242,49310+0+21070,ВЫГ2,6/19/17 1:15,16111,УГОЛЬ Г,0,49310,ДОБРОПОЛЬЕ,1153,2107,49310,ДОБРОПОЛЬЕ,6/19/17 1:15
68335181,47690,ЭНЕРГОДАР,0,47690+379+39890,ОТОТ,6/20/17 18:40,16111,УГОЛЬ Г,69,47690,ЭНЕРГОДАР,2107,1320,49310,ДОБРОПОЛЬЕ,6/19/17 1:15
68370220,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/19/17 22:20,16111,УГОЛЬ Г,69,48100,РОЯ,1300,2749,45510,БОГУСЛАВСКИЙ,6/19/17 22:20
68381169,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/18/17 22:20,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/18/17 22:20
68381169,48100,РОЯ,0,48100+713+23490,ОТОТ,6/19/17 13:10,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 22:20
68381169,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/20/17 7:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,48100,РОЯ,6/20/17 7:00
68390939,48100,РОЯ,0,48100+810+23490,ОКОТ,6/19/17 10:00,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 1:35
68390939,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/19/17 10:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 1:35
68444074,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 11:35,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 11:35
68478825,48100,РОЯ,0,48100+712+23490,ОТОТ,6/19/17 4:45,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 1:35
68478825,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/20/17 7:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,48100,РОЯ,6/20/17 7:00
68498302,40900,ЛАДЫЖИН,242,40900+0+36010,ВЫГ2,6/19/17 23:00,16111,УГОЛЬ Г,0,40900,ЛАДЫЖИН,9190,3601,45510,БОГУСЛАВСКИЙ,6/17/17 11:10
68498302,40900,ЛАДЫЖИН,0,40900+598+36010,ОТОТ,6/19/17 8:15,16111,УГОЛЬ Г,69,40900,ЛАДЫЖИН,9190,3601,45510,БОГУСЛАВСКИЙ,6/17/17 11:10
68511872,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 11:47,16111,УГОЛЬ Г,0,38810,БУРШТЫН,2107,1300,38810,БУРШТЫН,6/19/17 11:47
68511872,38810,БУРШТЫН,0,38810+756+13000,ОТОТ,6/19/17 4:47,16111,УГОЛЬ Г,67,38810,БУРШТЫН,2107,1300,49310,ДОБРОПОЛЬЕ,6/15/17 3:50
68524800,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/18/17 18:25,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/18/17 18:25
68524800,48100,РОЯ,0,48100+713+23490,ОТОТ,6/19/17 13:10,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 18:25
68524800,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/20/17 7:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,48100,РОЯ,6/20/17 7:00
68544980,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/18/17 18:25,16111,УГОЛЬ Г,69,48100,РОЯ,1300,2749,45510,БОГУСЛАВСКИЙ,6/18/17 18:25
68544980,48100,РОЯ,0,48100+713+23490,ОТОТ,6/19/17 13:10,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/18/17 18:25
68544980,48100,РОЯ,242,48100+0+27490,ВЫГ2,6/20/17 7:00,16111,УГОЛЬ Г,0,48100,РОЯ,9190,2749,48100,РОЯ,6/20/17 7:00
68553361,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 11:35,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 11:35
68583970,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,16111,УГОЛЬ Г,69,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
68583970,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 16:04,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
68586106,48100,РОЯ,0,48100+718+23490,ОТОТ,6/20/17 15:25,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
68586106,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 3:40,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
68591189,48100,РОЯ,0,48100+718+23490,ОТОТ,6/20/17 15:25,16111,УГОЛЬ Г,71,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
68591189,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 3:40,16111,УГОЛЬ Г,71,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
68600634,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,16111,УГОЛЬ Г,69,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
68600634,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 16:04,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45510,БОГУСЛАВСКИЙ,6/16/17 6:35
68646132,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 11:35,16111,УГОЛЬ Г,71,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 11:35
68646629,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/19/17 11:47,16111,УГОЛЬ Г,0,38810,БУРШТЫН,2107,1300,38810,БУРШТЫН,6/19/17 11:47
68646629,38810,БУРШТЫН,0,38810+756+13000,ОТОТ,6/19/17 4:47,16111,УГОЛЬ Г,67,38810,БУРШТЫН,2107,1300,49310,ДОБРОПОЛЬЕ,6/15/17 1:50
68653765,48100,РОЯ,0,48100+718+23490,ОТОТ,6/20/17 15:25,16111,УГОЛЬ Г,69,48100,РОЯ,9190,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
68653765,45510,БОГУСЛАВСКИЙ,9190,45510+0+91900,ПГР2,6/20/17 3:40,16111,УГОЛЬ Г,69,48100,РОЯ,2749,2749,45510,БОГУСЛАВСКИЙ,6/20/17 3:40
68746320,38810,БУРШТЫН,242,38810+0+13000,ВЫГ2,6/20/17 10:00,16111,УГОЛЬ Г,0,38810,БУРШТЫН,9190,1300,45460,АРОМАТНАЯ,6/17/17 3:40
68746320,38810,БУРШТЫН,0,38810+759+13000,ОТОТ,6/20/17 2:17,16111,УГОЛЬ Г,71,38810,БУРШТЫН,9190,1300,45460,АРОМАТНАЯ,6/17/17 3:40
68982404,49310,ДОБРОПОЛЬЕ,0,49310+459+21070,ОТОТ,6/18/17 19:25,16111,УГОЛЬ Г,69,49310,ДОБРОПОЛЬЕ,1153,2107,49310,ДОБРОПОЛЬЕ,6/15/17 16:56
68982404,49310,ДОБРОПОЛЬЕ,0,49310+985+21070,ОКОТ,6/19/17 11:45,16111,УГОЛЬ Г,69,49310,ДОБРОПОЛЬЕ,1153,2107,49310,ДОБРОПОЛЬЕ,6/15/17 16:56
68982404,49310,ДОБРОПОЛЬЕ,2107,49310+0+21070,ПГР2,6/19/17 11:45,16111,УГОЛЬ Г,68,47690,ЭНЕРГОДАР,1153,1320,49310,ДОБРОПОЛЬЕ,6/19/17 11:45
68982404,49310,ДОБРОПОЛЬЕ,242,49310+0+21070,ВЫГ2,6/19/17 11:45,16111,УГОЛЬ Г,0,49310,ДОБРОПОЛЬЕ,1153,2107,49310,ДОБРОПОЛЬЕ,6/19/17 11:45
68982404,47690,ЭНЕРГОДАР,0,47690+379+39890,ОТОТ,6/20/17 18:40,16111,УГОЛЬ Г,68,47690,ЭНЕРГОДАР,2107,1320,49310,ДОБРОПОЛЬЕ,6/19/17 11:45
52877933,86380,ЧЕРКАСОВ КАМ,0,0+0+0,ПОГР,6/19/17 17:00,16114,УГОЛЬ К,70,87010,КЕМЕРОВО,6969,0,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
52877933,87010,КЕМЕРОВО,242,0+0+0,ВЫГ2,6/20/17 15:40,16114,УГОЛЬ К,0,0,,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
52877933,87010,КЕМЕРОВО,,#ERROR!,ВЫГ2,6/20/17 16:40,16114,УГОЛЬ К,0,,,6969,,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
52877933,87010,КЕМЕРОВО,242,0+0+0,ВЫГ2,6/20/17 16:40,16114,УГОЛЬ К,0,0,,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
52877933,87010,КЕМЕРОВО,0,0+0+0,СВПП,6/20/17 8:10,16114,УГОЛЬ К,69,87010,КЕМЕРОВО,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
52877933,87010,КЕМЕРОВО,0,0+0+0,СВПП,6/20/17 9:10,16114,УГОЛЬ К,69,87010,КЕМЕРОВО,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
56107857,40300,ЧЕРНОМ(ТИС Э,1070,40300+0+10700,ПГР2,6/20/17 2:00,16114,УГОЛЬ К,69,46700,КРИВ.РОГ-ГЛА,5168,3437,40300,ЧЕРНОМ(ТИС Э,6/20/17 2:00
56107857,40110,ЧЕРНОМОРСКАЯ,0,40110+227+10700,ПРДР,6/20/17 7:20,16114,УГОЛЬ К,69,46700,КРИВ.РОГ-ГЛА,1070,3437,40300,ЧЕРНОМ(ТИС Э,6/20/17 2:00
57602328,86380,ЧЕРКАСОВ КАМ,0,0+0+0,ПОГР,6/19/17 17:00,16114,УГОЛЬ К,70,87010,КЕМЕРОВО,6969,0,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
57602328,87010,КЕМЕРОВО,242,0+0+0,ВЫГ2,6/20/17 15:40,16114,УГОЛЬ К,0,0,,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
57602328,87010,КЕМЕРОВО,,#ERROR!,ВЫГ2,6/20/17 16:40,16114,УГОЛЬ К,0,,,6969,,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
57602328,87010,КЕМЕРОВО,242,0+0+0,ВЫГ2,6/20/17 16:40,16114,УГОЛЬ К,0,0,,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
57602328,87010,КЕМЕРОВО,0,0+0+0,СВПП,6/20/17 8:10,16114,УГОЛЬ К,69,87010,КЕМЕРОВО,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
57602328,87010,КЕМЕРОВО,0,0+0+0,СВПП,6/20/17 9:10,16114,УГОЛЬ К,69,87010,КЕМЕРОВО,6969,3236,34750,ПЕНИЗЕВИЧИ,5/31/17 14:05
